source,predicted_destination,target_path,score,action,method,reasons
TG Emails.pdf,04_Exhibits/Emails,,8,review_only,,path/name mentions 04_Exhibits/Emails
Timeline of continued Retaliation and Continuing Animus.pdf,06_Research/Timelines,06_Research/Timelines/Timeline of continued Retaliation and Continuing Animus.pdf,90,would_move,,matched 'timeline'
TJC 062525 Cover Letter.pdf,00_Admin/Correspondence,,65,review_only,,matched 'letter'
Tonie Greve Step 1 grievance-letter-response signed.pdf,02_Pleadings/Responses,02_Pleadings/Responses/Tonie Greve Step 1 grievance-letter-response signed.pdf,70,would_move,,matched 'response'
Transmittal Memorandum 04282025.pdf,02_Pleadings/Briefs,02_Pleadings/Briefs/Transmittal Memorandum 04282025.pdf,140,would_move,,matched 'memorandum' | matched 'memo'
Transmittal Mermo and email to Dr. McCabe 042282025.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Transmittal Notice 24-16.pdf,02_Pleadings/Notices,,65,review_only,,matched 'notice'
TURNAGE DOCUMENT REQUEST - 2.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Turnage Kevin - Letter of Directive - 3-22-23.pdf,05_Legal_Authorities/Agency_Guidance,05_Legal_Authorities/Agency_Guidance/Turnage Kevin - Letter of Directive - 3-22-23.pdf,70,would_move,,matched 'directive'
Turnage Kevin Investigative Leave Notice 10.8.25.pdf,02_Pleadings/Notices,,65,review_only,,matched 'notice'
Turnage+Final+(Redacted)-1.pdf,05_Legal_Authorities/Statutes,05_Legal_Authorities/Statutes/Turnage+Final+(Redacted)-1.pdf,80,would_move,,matched 'act'
Turnage+Final+(Redacted)-4_OCR.pdf,05_Legal_Authorities/Statutes,05_Legal_Authorities/Statutes/Turnage+Final+(Redacted)-4_OCR.pdf,80,would_move,,matched 'act'
Turnage+Response+to+Motion+to+Strike.pdf,02_Pleadings/Motions,02_Pleadings/Motions/Turnage+Response+to+Motion+to+Strike.pdf,70,would_move,,matched 'motion'
Turnage+v.+HHS+-+Opposition+Statement.pdf,02_Pleadings/Responses,02_Pleadings/Responses/Turnage+v.+HHS+-+Opposition+Statement.pdf,70,would_move,,matched 'opposition'
Turnage+v.+HHS+-+Support+Statement-1.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
Turnage+v.+HHS+-Brief+Agency+Opposition+Statement-1.pdf,02_Pleadings/Responses,02_Pleadings/Responses/Turnage+v.+HHS+-Brief+Agency+Opposition+Statement-1.pdf,70,would_move,,matched 'opposition'
"Turnage, Kevin D.-  [HHS-IHS-0614-2023] -Acknowledgement Letter for Formal Complaint (02-10-26)-Signed by MBJ.pdf",02_Pleadings/Complaints,"02_Pleadings/Complaints/Turnage, Kevin D.-  [HHS-IHS-0614-2023] -Acknowledgement Letter for Formal Complaint (02-10-26)-Signed by MBJ.pdf",80,would_move,,matched 'complaint'
"Turnage,+Kevin+-+Final+Agency+Decision+Email+for+EEODI.pdf",98_Needs_Review/Uncertain,,0,review_only,,no confident match
Turnage_Formal_Objection_Records_Demand_Preservation_Notice_04012026.pdf,02_Pleadings/Notices,,65,review_only,,matched 'notice'
Ty Reidhead Litgation Hold.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
UNITED STATES DEPARTMENT OF JUSTICE.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
UNITED STATES v. MILLER (2009) _ FindLaw.pdf,05_Legal_Authorities/Cases,05_Legal_Authorities/Cases/UNITED STATES v. MILLER (2009) _ FindLaw.pdf,85,would_move,,matched ' v. '
US DHS 062525.pdf,98_Needs_Review/Uncertain,,0,review_only,,no confident match
USA v. GAO et al.pdf,04_Exhibits/Government_Reports,04_Exhibits/Government_Reports/USA v. GAO et al.pdf,115,would_move,,matched 'gao' | government-agency acronym
USCODE-2024-title5-partIV-chap131.pdf,05_Legal_Authorities/Statutes,05_Legal_Authorities/Statutes/USCODE-2024-title5-partIV-chap131.pdf,80,would_move,,matched 'usc'
Ward Lund Emails.pdf,04_Exhibits/Emails,,8,review_only,,path/name mentions 04_Exhibits/Emails
Williams V. United Health Grp.pdf,05_Legal_Authorities/Cases,05_Legal_Authorities/Cases/Williams V. United Health Grp.pdf,85,would_move,,matched ' v. '
"Yomi v United States  Dept of Health and Human Service, 970 8754 (D. Kan. 2022).pdf",01_Case_Management/Service,"01_Case_Management/Service/Yomi v United States  Dept of Health and Human Service, 970 8754 (D. Kan. 2022).pdf",78,would_move,,path/name mentions 01_Case_Management/Service | matched 'service'
